timestamp,log_message,status,service,environment,severity,component,duration_ms,success,message_length,word_count,contains_error,contains_warning,contains_timeout,contains_memory,contains_network,hour_of_day,day_of_week,is_weekend,is_business_hours,duration_category
2025-08-28T08:11:25.792218,Dependencies installed successfully in 194s,normal,worker,production,INFO,build,2140,True,43,5,False,False,False,False,False,8,3,False,False,medium
2025-08-28T11:11:25.792218,ERROR: Terraform apply failed,anomaly,frontend,dev,WARN,build,15444,False,29,4,True,False,False,False,False,11,3,False,True,slow
2025-08-27T01:11:25.792218,Health check passed,normal,scheduler,production,TRACE,monitor,4462,True,19,3,False,False,False,False,False,1,2,False,False,medium
2025-08-27T10:11:25.792218,Initializing build environment,normal,cache,staging,DEBUG,monitor,4586,True,30,3,False,False,False,False,False,10,2,False,True,medium
2025-08-27T11:11:25.792218,Response time: 154ms,normal,auth,production,INFO,deploy,4610,True,20,3,False,False,False,False,False,11,2,False,True,medium
2025-08-28T20:11:25.792218,Webpack build completed,normal,database,test,DEBUG,monitor,610,True,23,3,False,False,False,False,False,20,3,False,False,fast
2025-08-27T02:11:25.792218,Pod status: Running,normal,worker,production,INFO,test,3967,True,19,3,False,False,False,False,False,2,2,False,False,medium
2025-08-27T17:11:25.792218,Service is healthy and responding,normal,backend,qa,DEBUG,deploy,119,True,33,5,False,False,False,False,False,17,2,False,True,fast
2025-08-28T08:11:25.792218,All tests passed successfully,normal,auth,qa,TRACE,build,1717,True,29,4,False,False,False,False,False,8,3,False,False,medium
2025-08-28T14:11:25.792218,FATAL: Out of memory during compilation,anomaly,database,test,ERROR,test,12641,False,39,6,False,False,False,True,False,14,3,False,True,slow
2025-08-27T07:11:25.792218,ERROR: Container registry authentication failed,anomaly,worker,production,ERROR,monitor,5567,False,47,5,True,False,False,False,False,7,2,False,False,slow
2025-08-27T23:11:25.792218,Rollout completed: 100% traffic routed,normal,scheduler,test,TRACE,build,469,True,38,5,False,False,False,False,False,23,2,False,False,fast
2025-08-27T04:11:25.792218,Installing dependencies from package.json,normal,worker,test,INFO,monitor,3173,True,41,4,False,False,False,False,False,4,2,False,False,medium
2025-08-27T05:11:25.792218,Running npm install,normal,frontend,production,INFO,monitor,1570,True,19,3,False,False,False,False,False,5,2,False,False,medium
2025-08-27T05:11:25.792218,Health check passed,normal,worker,sandbox,TRACE,build,3385,True,19,3,False,False,False,False,False,5,2,False,False,medium
2025-08-28T14:11:25.792218,Health check passed,normal,worker,dev,TRACE,build,785,True,19,3,False,False,False,False,False,14,3,False,True,fast
2025-08-27T05:11:25.792218,Load balancer health check passed,normal,scheduler,test,DEBUG,deploy,165,True,33,5,False,False,False,False,False,5,2,False,False,fast
2025-08-28T12:11:25.792218,Pod status: Running,normal,frontend,dev,DEBUG,deploy,706,True,19,3,False,False,False,False,False,12,3,False,True,fast
2025-08-27T21:11:25.792218,Starting deployment to staging,normal,api,staging,DEBUG,build,4357,True,30,4,False,False,False,False,False,21,2,False,False,medium
2025-08-27T20:11:25.792218,Linting completed with no issues,normal,cache,sandbox,TRACE,build,3758,True,32,5,False,False,False,False,False,20,2,False,False,medium
2025-08-28T06:11:25.792218,Running integration tests,normal,backend,test,TRACE,monitor,1173,True,25,3,False,False,False,False,False,6,3,False,False,medium
2025-08-27T09:11:25.792218,Initializing build environment,normal,database,sandbox,TRACE,test,1129,True,30,3,False,False,False,False,False,9,2,False,True,medium
2025-08-27T19:11:25.792218,Ingress rules applied,normal,worker,qa,DEBUG,build,407,True,21,3,False,False,False,False,False,19,2,False,False,fast
2025-08-28T10:11:25.792218,Commit 2f2fb5d validated,normal,cache,production,INFO,monitor,3452,True,24,3,False,False,False,False,False,10,3,False,True,medium
2025-08-27T11:11:25.792218,Image tagged as v2.13.25,normal,cache,test,TRACE,deploy,837,True,24,4,False,False,False,False,False,11,2,False,True,fast
2025-08-27T09:11:25.792218,Dashboard metrics refreshed,normal,backend,qa,TRACE,monitor,4714,True,27,3,False,False,False,False,False,9,2,False,True,medium
2025-08-28T06:11:25.792218,Throughput: 582 req/s,normal,frontend,dev,DEBUG,build,2990,True,21,3,False,False,False,False,False,6,3,False,False,medium
2025-08-28T06:11:25.792218,CRITICAL: Security vulnerability found,anomaly,cache,test,FATAL,deploy,15060,False,38,4,False,False,False,False,False,6,3,False,False,slow
2025-08-28T16:11:25.792218,Load balancer health check passed,normal,backend,staging,TRACE,build,1174,True,33,5,False,False,False,False,False,16,3,False,True,medium
2025-08-27T22:11:25.792218,Dashboard metrics refreshed,normal,scheduler,test,DEBUG,build,4466,True,27,3,False,False,False,False,False,22,2,False,False,medium
2025-08-27T17:11:25.792218,Docker image built successfully,normal,frontend,staging,TRACE,build,2901,True,31,4,False,False,False,False,False,17,2,False,True,medium
2025-08-27T01:11:25.792218,Metrics collection enabled,normal,api,production,TRACE,monitor,3355,True,26,3,False,False,False,False,False,1,2,False,False,medium
2025-08-28T01:11:25.792218,CRITICAL: Malware signature detected,anomaly,backend,qa,FATAL,test,16953,False,36,4,False,False,False,False,False,1,3,False,False,slow
2025-08-27T23:11:25.792218,Email report generated,normal,worker,test,TRACE,monitor,4810,True,22,3,False,False,False,False,False,23,2,False,False,medium
2025-08-26T23:11:25.792218,Installing dependencies from package.json,normal,backend,qa,INFO,monitor,3905,True,41,4,False,False,False,False,False,23,1,False,False,medium
2025-08-27T00:11:25.792218,Error rate: 0.87%,normal,database,dev,TRACE,deploy,987,True,17,3,True,False,False,False,False,0,2,False,False,fast
2025-08-27T04:11:25.792218,ERROR: Canary deployment showing errors,anomaly,cache,staging,ERROR,test,17035,False,39,5,True,False,False,False,False,4,2,False,False,slow
2025-08-27T21:11:25.792218,Service is healthy and responding,normal,auth,qa,DEBUG,deploy,3989,True,33,5,False,False,False,False,False,21,2,False,False,medium
2025-08-28T17:11:25.792218,CRITICAL: Regression detected in test suite,anomaly,auth,qa,WARN,test,8499,False,43,6,False,False,False,False,False,17,3,False,True,slow
2025-08-27T06:11:25.792218,CRITICAL: Payment gateway failure,anomaly,database,staging,FATAL,build,15859,False,33,4,True,False,False,False,False,6,2,False,False,slow
2025-08-27T03:11:25.792218,Response time: 125ms,normal,frontend,sandbox,DEBUG,test,1707,True,20,3,False,False,False,False,False,3,2,False,False,medium
2025-08-27T13:11:25.792218,Service mesh health check passed,normal,frontend,production,INFO,build,1751,True,32,5,False,False,False,False,False,13,2,False,True,medium
2025-08-27T02:11:25.792218,Commit 738b8fd validated,normal,api,dev,INFO,monitor,1003,True,24,3,False,False,False,False,False,2,2,False,False,medium
2025-08-27T05:11:25.792218,Application started successfully,normal,api,production,TRACE,build,375,True,32,3,False,False,False,False,False,5,2,False,False,fast
2025-08-28T14:11:25.792218,Installing dependencies from package.json,normal,database,qa,INFO,monitor,4963,True,41,4,False,False,False,False,False,14,3,False,True,medium
2025-08-28T08:11:25.792218,Email report generated,normal,database,staging,DEBUG,test,1560,True,22,3,False,False,False,False,False,8,3,False,False,medium
